Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
43669012,08/28/2019 09:41:34 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,1-2 Family Dwelling,11432,182-11 80 DRIVE,80 DRIVE,KENT STREET,CHEVY CHASE STREET,KENT STREET,CHEVY CHASE STREET,,JAMAICA,80 DRIVE,,In Progress,,,,08 QUEENS,QUEENS,1043856,203907,Unspecified,QUEENS,,,,,,,,40.72615348644777,-73.7849492417524,"(40.72615348644777, -73.7849492417524)"
40456921,10/04/2018 02:30:19 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Ferret,Residence,11368,52-09 99 STREET,99 STREET,CHRISTIE AVENUE,55 AVENUE,CHRISTIE AVENUE,55 AVENUE,ADDRESS,CORONA,,,In Progress,11/03/2018 02:30:19 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/04/2018 08:15:49 PM,04 QUEENS,QUEENS,1022686,209143,Unspecified,QUEENS,,,,,,,,40.74064231952622,-73.86129779598207,"(40.74064231952622, -73.86129779598207)"
40478743,10/06/2018 06:08:43 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11358,47-31 166 STREET,166 STREET,PIDGEON MEADOW ROAD,LITHONIA AVENUE,PIDGEON MEADOW ROAD,LITHONIA AVENUE,ADDRESS,FLUSHING,,,In Progress,11/05/2018 06:08:43 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/09/2018 07:51:56 PM,07 QUEENS,QUEENS,1039223,212634,Unspecified,QUEENS,,,,,,,,40.75013688357975,-73.80159313338451,"(40.75013688357975, -73.80159313338451)"
40479862,10/06/2018 10:17:33 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10314,305 COLLEGE AVENUE,COLLEGE AVENUE,NEW YORK PLACE,OHIO PLACE,NEW YORK PLACE,OHIO PLACE,ADDRESS,STATEN ISLAND,,,In Progress,11/05/2018 10:17:33 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/09/2018 07:51:57 PM,01 STATEN ISLAND,STATEN ISLAND,947985,165591,Unspecified,STATEN ISLAND,,,,,,,,40.62111129342405,-74.13063345128575,"(40.62111129342405, -74.13063345128575)"
40491388,10/08/2018 02:00:01 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11358,47-31 166 STREET,166 STREET,PIDGEON MEADOW ROAD,LITHONIA AVENUE,PIDGEON MEADOW ROAD,LITHONIA AVENUE,ADDRESS,FLUSHING,,,In Progress,11/07/2018 02:00:01 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,07 QUEENS,QUEENS,1039223,212634,Unspecified,QUEENS,,,,,,,,40.75013688357975,-73.80159313338451,"(40.75013688357975, -73.80159313338451)"
40512911,10/10/2018 04:13:07 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11226,100 WOODRUFF AVENUE,WOODRUFF AVENUE,ST PAULS PLACE,OCEAN AVENUE,ST PAULS PLACE,OCEAN AVENUE,ADDRESS,BROOKLYN,,,In Progress,11/09/2018 04:13:07 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/10/2018 09:01:25 PM,14 BROOKLYN,BROOKLYN,994587,177430,Unspecified,BROOKLYN,,,,,,,,40.65367501152021,-73.96274599082447,"(40.65367501152021, -73.96274599082447)"
40513223,10/10/2018 05:05:13 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11358,47-31 166 STREET,166 STREET,PIDGEON MEADOW ROAD,LITHONIA AVENUE,PIDGEON MEADOW ROAD,LITHONIA AVENUE,ADDRESS,FLUSHING,,,In Progress,11/09/2018 05:05:13 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,07 QUEENS,QUEENS,1039223,212634,Unspecified,QUEENS,,,,,,,,40.75013688357975,-73.80159313338451,"(40.75013688357975, -73.80159313338451)"
40517528,10/11/2018 10:31:46 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11103,31-30 42 STREET,42 STREET,31 AVENUE,BROADWAY,31 AVENUE,BROADWAY,ADDRESS,ASTORIA,,,In Progress,11/10/2018 10:31:46 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,01 QUEENS,QUEENS,1007466,216073,Unspecified,QUEENS,,,,,,,,40.759716462113474,-73.9161975324107,"(40.759716462113474, -73.9161975324107)"
40526512,10/12/2018 01:23:38 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11417,89-19 ALBERT ROAD,ALBERT ROAD,WHITELAW STREET,LAFAYETTE STREET,WHITELAW STREET,LAFAYETTE STREET,ADDRESS,OZONE PARK,,,In Progress,11/11/2018 01:23:38 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,10 QUEENS,QUEENS,1026996,183993,Unspecified,QUEENS,,,,,,,,40.671591830181434,-73.84590418535598,"(40.671591830181434, -73.84590418535598)"
43678725,08/30/2019 10:34:04 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11209,7709 5 AVENUE,5 AVENUE,77 STREET,78 STREET,77 STREET,78 STREET,,BROOKLYN,5 AVENUE,,In Progress,,,,10 BROOKLYN,BROOKLYN,977780,168008,Unspecified,BROOKLYN,,,,,,,,40.62781731120277,-74.02330850823589,"(40.62781731120277, -74.02330850823589)"
52233213,10/19/2021 10:04:17 AM,10/19/2021 10:04:17 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10452,136 WEST  170 STREET,WEST  170 STREET,NELSON AVENUE,PLIMPTON AVENUE,NELSON AVENUE,PLIMPTON AVENUE,ADDRESS,BRONX,WEST  170 STREET,,Closed,,"The Department of Health and Mental Hygiene could not locate the address provided. Please go online to nyc.gov/311 or call 311 and file another request and provide the complete street address of the builiding. If your complaint was about a vacant lot, abandoned building ,street, or in a sewer, provide the nearest street address or intersection.",10/19/2021 10:04:17 AM,04 BRONX,BRONX,1005327,245704,Unspecified,BRONX,,,,,,,,40.84105078165435,-73.9238256354922,"(40.84105078165435, -73.9238256354922)"
40595087,10/19/2018 10:19:20 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11417,89-19 ALBERT ROAD,ALBERT ROAD,WHITELAW STREET,LAFAYETTE STREET,WHITELAW STREET,LAFAYETTE STREET,ADDRESS,OZONE PARK,,,In Progress,11/18/2018 10:19:20 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,10 QUEENS,QUEENS,1026996,183993,Unspecified,QUEENS,,,,,,,,40.671591830181434,-73.84590418535598,"(40.671591830181434, -73.84590418535598)"
40637353,10/23/2018 01:34:40 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11223,3 CORSO COURT,CORSO COURT,VAN SICKLEN STREET,DEAD END,VAN SICKLEN STREET,DEAD END,ADDRESS,BROOKLYN,,,In Progress,11/22/2018 01:34:40 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/25/2018 09:05:22 PM,15 BROOKLYN,BROOKLYN,991148,155980,Unspecified,BROOKLYN,,,,,,,,40.59480260442847,-73.97516188640363,"(40.59480260442847, -73.97516188640363)"
40661162,10/25/2018 07:45:50 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Ferret,Residence,11385,59-36 70 AVENUE,70 AVENUE,FOREST AVENUE,60 STREET,FOREST AVENUE,60 STREET,ADDRESS,RIDGEWOOD,,,In Progress,11/24/2018 07:45:50 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/25/2018 09:05:20 PM,05 QUEENS,QUEENS,1012039,194781,Unspecified,QUEENS,,,,,,,,40.70126198444546,-73.8997783860472,"(40.70126198444546, -73.8997783860472)"
40667901,10/26/2018 02:27:51 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10456,1325 MORRIS AVENUE,MORRIS AVENUE,EAST 169 STREET,EAST 170 STREET,EAST 169 STREET,EAST 170 STREET,ADDRESS,BRONX,,,In Progress,11/25/2018 02:27:51 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/07/2018 10:01:22 PM,04 BRONX,BRONX,1008510,243974,Unspecified,BRONX,,,,,,,,40.8362942658217,-73.91232822328135,"(40.8362942658217, -73.91232822328135)"
40680918,10/28/2018 10:59:50 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10451,331 EAST 146 STREET,EAST 146 STREET,COLLEGE AVENUE,BEND,COLLEGE AVENUE,BEND,ADDRESS,BRONX,,,In Progress,11/27/2018 10:59:50 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/07/2018 10:01:22 PM,01 BRONX,BRONX,1006023,236394,Unspecified,BRONX,,,,,,,,40.815495813418735,-73.92134043809928,"(40.815495813418735, -73.92134043809928)"
40724174,11/02/2018 11:30:41 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11237,1128 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,,,In Progress,12/02/2018 11:30:41 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/07/2018 10:02:36 PM,04 BROOKLYN,BROOKLYN,1004953,194921,Unspecified,BROOKLYN,,,,,,,,40.70166566684221,-73.9253337494585,"(40.70166566684221, -73.9253337494585)"
40751247,11/05/2018 07:37:48 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11237,221 SUYDAM STREET,SUYDAM STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,,,In Progress,12/05/2018 07:37:48 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/07/2018 10:03:39 PM,04 BROOKLYN,BROOKLYN,1005112,194706,Unspecified,BROOKLYN,,,,,,,,40.70107516898038,-73.92476097548526,"(40.70107516898038, -73.92476097548526)"
40760525,11/06/2018 02:53:06 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11211,234 UNION AVENUE,UNION AVENUE,MESEROLE STREET,SCHOLES STREET,MESEROLE STREET,SCHOLES STREET,ADDRESS,BROOKLYN,,,In Progress,12/06/2018 02:53:06 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,01 BROOKLYN,BROOKLYN,997964,197045,Unspecified,BROOKLYN,,,,,,,,40.70750913753174,-73.95053554304064,"(40.70750913753174, -73.95053554304064)"
40761499,11/06/2018 02:42:54 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11211,234 UNION AVENUE,UNION AVENUE,MESEROLE STREET,SCHOLES STREET,MESEROLE STREET,SCHOLES STREET,ADDRESS,BROOKLYN,,,In Progress,12/06/2018 02:42:54 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/07/2018 10:02:37 PM,01 BROOKLYN,BROOKLYN,997964,197045,Unspecified,BROOKLYN,,,,,,,,40.70750913753174,-73.95053554304064,"(40.70750913753174, -73.95053554304064)"
40775682,11/08/2018 03:36:01 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10034,400 WEST 219 STREET,WEST 219 STREET,9 AVENUE,BROADWAY,9 AVENUE,BROADWAY,ADDRESS,NEW YORK,,,In Progress,12/08/2018 03:36:01 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/09/2018 09:12:42 PM,12 MANHATTAN,MANHATTAN,1008609,256667,Unspecified,MANHATTAN,,,,,,,,40.871132482064525,-73.91192433228711,"(40.871132482064525, -73.91192433228711)"
40777972,11/08/2018 11:08:27 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10451,331 EAST 146 STREET,EAST 146 STREET,COLLEGE AVENUE,BEND,COLLEGE AVENUE,BEND,ADDRESS,BRONX,,,In Progress,12/08/2018 11:08:27 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,01 BRONX,BRONX,1006023,236394,Unspecified,BRONX,,,,,,,,40.815495813418735,-73.92134043809928,"(40.815495813418735, -73.92134043809928)"
40779106,11/08/2018 12:24:58 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11355,140-30 BEECH AVENUE,BEECH AVENUE,KISSENA BOULEVARD,BOWNE STREET,KISSENA BOULEVARD,BOWNE STREET,ADDRESS,FLUSHING,,,In Progress,12/08/2018 12:24:58 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/09/2018 09:14:46 PM,07 QUEENS,QUEENS,1033293,214260,Unspecified,QUEENS,,,,,,,,40.754634710034374,-73.82298358677575,"(40.754634710034374, -73.82298358677575)"
40903859,11/10/2018 11:34:19 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10451,331 EAST 146 STREET,EAST 146 STREET,COLLEGE AVENUE,BEND,COLLEGE AVENUE,BEND,ADDRESS,BRONX,,,In Progress,12/10/2018 11:34:19 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,01 BRONX,BRONX,1006023,236394,Unspecified,BRONX,,,,,,,,40.815495813418735,-73.92134043809928,"(40.815495813418735, -73.92134043809928)"
40937729,11/14/2018 09:58:44 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10027,369 WEST 126 STREET,WEST 126 STREET,ST NICHOLAS AVENUE,MORNINGSIDE AVENUE,ST NICHOLAS AVENUE,MORNINGSIDE AVENUE,ADDRESS,NEW YORK,,,In Progress,12/14/2018 09:58:44 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/14/2018 09:40:14 PM,09 MANHATTAN,MANHATTAN,997346,235005,Unspecified,MANHATTAN,,,,,,,,40.81170052117061,-73.95269063558486,"(40.81170052117061, -73.95269063558486)"
